Provider_ID,Hospital_Name,Period,Avg_Spending_Per_Episode_Hospital,Avg_Spending_Per_Episode_State,Avg_Spending_Per_Episode_Nation,Percent_of_Spending_Hospital,Percent_of_Spending_State,Percent_of_Spending_Nation, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,State,Measure Response,Condition,Score,Sample,Measure Name,Value,Payment measure name,Payment category,Denominator,Payment,Lower estimate,Higher estimate,Value of care display name,Value of care category,"Measure Name_x_Able to track patients’ lab results, tests, and referrals electronically between visits",Measure Name_x_General Surgery Registry,Measure Name_x_Multispecialty surgical registry,Measure Name_x_Nursing care registry,Measure Name_x_Patient Safety Culture,Measure Name_x_Safe surgery checklist use (inpatient),Measure Name_x_Safe surgery checklist use (outpatient),Measure Name_y_Door to diagnostic eval,Measure Name_y_ED1,Measure Name_y_ED2,Measure Name_y_Emergency department volume,Measure Name_y_Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Measure Name_y_Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,Measure Name_y_External Beam Radiotherapy for Bone Metastases,Measure Name_y_Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Measure Name_y_Head CT results,Measure Name_y_Healthcare workers given influenza vaccination,Measure Name_y_Hospital acquired potentially preventable venous thromboembolism,Measure Name_y_Immunization for influenza,Measure Name_y_Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,Measure Name_y_Left before being seen,Measure Name_y_Median Time to ECG,Measure Name_y_Median Time to Fibrinolysis,Measure Name_y_Median Time to Transfer to Another Facility for Acute Coronary Intervention,Measure Name_y_Median time to pain med,Measure Name_y_OP 18,"Measure Name_y_Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary"
330167,NYU WINTHROP HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$2,$2,$2,0.01%,0.01%,0.01%,43,$28110.20,$9347.93,$6711.51,NY,Yes,Cancer care,77,74,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.011715,Payment for heart failure patients,Greater than the National Average Payment,954,"$17,914","$17,135","$18,721",Value of Care Heart Failure measure,Average mortality and higher payment,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330169,MOUNT SINAI BETH ISRAEL,1 to 3 days Prior to Index Hospital Admission,$2,$2,$2,0.01%,0.01%,0.01%,17,$31149.82,$11056.88,$10065.58,NY,Yes,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.011785,Payment for pneumonia patients,No Different than the National Average Payment,"1,262","$16,792","$16,234","$17,346",Value of Care Pneumonia measure,Better mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330175,CORTLAND REGIONAL MEDICAL CENTER INC,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$8868.15,$4563.00,$3697.15,NY,Yes,Emergency Department,48,166,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .883408,Payment for heart failure patients,No Different than the National Average Payment,206,"$15,305","$14,073","$16,741",Value of Care Heart Failure measure,Better mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330180,SAMARITAN HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$2,$2,0%,0.01%,0.01%,17,$14177.23,$5047.29,$4191.05,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .954113,Payment for heart attack patients,No Different than the National Average Payment,142,"$23,182","$21,017","$25,612",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330181,NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE,1 to 3 days Prior to Index Hospital Admission,$17,$7,$11,0.08%,0.04%,0.05%,30,$24101.10,$6535.73,$5718.30,NY,Y,Emergency Department,387,687,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.134031,Payment for heart attack patients,No Different than the National Average Payment,110,"$24,842","$22,399","$27,634",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,1 to 3 days Prior to Index Hospital Admission,$8,$7,$11,0.03%,0.04%,0.05%,83,$25982.95,$7430.87,$5496.63,NY,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.025221,Payment for heart failure patients,Greater than the National Average Payment,"1,361","$18,719","$18,001","$19,435",Value of Care Heart Failure measure,Better mortality and higher payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$5,$7,$11,0.02%,0.04%,0.05%,28,$15809.57,$9239.71,$8476.14,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.051801,Payment for pneumonia patients,Greater than the National Average Payment,376,"$19,058","$17,921","$20,198",Value of Care Pneumonia measure,Average mortality and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,During Index Hospital Admission,$7450,$9480,$9676,41.28%,47.1%,47.66%,33,$18674.96,$6925.93,$5528.00,NY,Y,Colonoscopy care,77,31,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.024864,Payment for pneumonia patients,Less than the National Average Payment,936,"$16,147","$15,533","$16,782",Value of Care Pneumonia measure,Better mortality and lower payment,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$19445.30,$7921.00,$4183.38,NY,Y,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .967737,Payment for heart attack patients,No Different than the National Average Payment,83,"$21,881","$19,643","$24,396",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330191,GLENS FALLS HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,15,$9887.86,$5526.60,$4707.13,NY,Y,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.002265,Payment for pneumonia patients,Less than the National Average Payment,721,"$15,353","$14,657","$16,064",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
330193,FLUSHING HOSPITAL MEDICAL CENTER,During Index Hospital Admission,$7369,$9480,$9676,34.55%,47.1%,47.66%,31,$15972.45,$10486.77,$9687.54,NY,Y,Heart Attack or Chest Pain,15,11,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.132618,Payment for pneumonia patients,Greater than the National Average Payment,536,"$18,759","$17,806","$19,720",Value of Care Pneumonia measure,Worse mortality and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330194,MAIMONIDES MEDICAL CENTER,During Index Hospital Admission,$1404,$1568,$1502,6.4%,7.79%,7.4%,11,$28410.00,$11972.27,$10957.72,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.020742,Payment for pneumonia patients,Greater than the National Average Payment,"1,329","$19,026","$18,360","$19,689",Value of Care Pneumonia measure,Better mortality and higher payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330195,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,During Index Hospital Admission,$1661,$1568,$1502,8.43%,7.79%,7.4%,11,$58074.18,$13895.09,$13280.54,NY,Yes,Emergency Department,467,342,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.018352,Payment for heart attack patients,No Different than the National Average Payment,261,"$23,512","$21,780","$25,399",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330196,NYC HEALTH + HOSPITALS/CONEY ISLAND,During Index Hospital Admission,$7812,$9480,$9676,37.99%,47.1%,47.66%,33,$13807.78,$11101.33,$10352.45,NY,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.097034,Payment for pneumonia patients,No Different than the National Average Payment,552,"$17,720","$16,818","$18,643",Value of Care Pneumonia measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330197,CANTON-POTSDAM HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$7,$11,0%,0.04%,0.05%,21,$12241.19,$7655.42,$6742.09,NY,Yes,Cancer care,100,12,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .866980,Payment for hip/knee replacement patients,Less than the National Average Payment,114,"$18,512","$17,447","$19,678",Value of Care hip/knee replacement measure,Average complications and lower payment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$2,$4,$6,0.01%,0.02%,0.03%,18,$20792.16,$7556.05,$5775.77,NY,Yes,Emergency Department,329,843,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.037237,Payment for heart attack patients,No Different than the National Average Payment,360,"$22,658","$21,227","$24,165",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330199,METROPOLITAN HOSPITAL CENTER,1 to 3 days Prior to Index Hospital Admission,$17,$0,$0,0.12%,0%,0%,11,$7218.00,$9270.54,$7760.00,NY,Yes,Preventive Care,85,466,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .945788,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330201,KINGSBROOK JEWISH MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$3,$7,$11,0.01%,0.04%,0.05%,15,$29731.46,$9042.93,$8214.93,NY,Yes,Pregnancy and Delivery Care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.028272,Payment for heart attack patients,No Different than the National Average Payment,72,"$25,018","$22,143","$28,220",Value of Care Heart Attack measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330202,KINGS COUNTY HOSPITAL CENTER,During Index Hospital Admission,$8543,$9480,$9676,46.67%,47.1%,47.66%,15,$16525.20,$12511.00,$11609.66,NY,N,Cancer care,59,32,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.002419,Payment for pneumonia patients,No Different than the National Average Payment,104,"$15,792","$14,095","$17,598",Value of Care Pneumonia measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330203,CROUSE HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$74,$88,$126,0.39%,0.43%,0.62%,27,$13116.14,$7271.14,$6275.59,NY,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .959680,Payment for pneumonia patients,Less than the National Average Payment,702,"$15,999","$15,236","$16,695",Value of Care Pneumonia measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330204,BELLEVUE HOSPITAL CENTER,1 to 3 days Prior to Index Hospital Admission,$97,$88,$126,0.59%,0.43%,0.62%,17,$30326.35,$13759.11,$13097.00,NY,Y,Pregnancy and Delivery Care,4,26,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .941512,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330205,ST ANTHONY COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$2,$2,0%,0.01%,0.01%,14,$22681.07,$4839.50,$4037.78,NY,Yes,Pregnancy and Delivery Care,5,42,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.007904,Payment for pneumonia patients,No Different than the National Average Payment,224,"$18,434","$16,948","$19,791",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330208,ST JOHN'S RIVERSIDE HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$11,$7,$11,0.06%,0.04%,0.05%,51,$22589.88,$8573.52,$7738.23,NY,N,Preventive Care,99,496,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .997459,Payment for heart attack patients,No Different than the National Average Payment,126,"$24,523","$22,203","$27,007",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330211,CLAXTON-HEPBURN MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$1449,$596,$697,8.67%,2.96%,3.43%,13,$11354.76,$11339.61,$9792.30,NY,Yes,Heart Attack or Chest Pain,23,13,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .939196,Payment for pneumonia patients,Less than the National Average Payment,211,"$14,639","$13,444","$15,826",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330214,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$65,$88,$126,0.27%,0.43%,0.62%,33,$37047.06,$9422.84,$8141.36,NY,Y,Emergency Department,180,647,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.032223,Payment for heart failure patients,Greater than the National Average Payment,850,"$18,808","$17,963","$19,716",Value of Care Heart Failure measure,Better mortality and higher payment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330215,ROME MEMORIAL HOSPITAL INC,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$10615.53,$5107.00,$4156.53,NY,Yes,Emergency Department,84,65,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .948791,Payment for pneumonia patients,No Different than the National Average Payment,236,"$15,877","$14,723","$17,145",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330218,OSWEGO HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,20,$17970.95,$7243.95,$5504.15,NY,Y,Emergency Department,27,791,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .958008,Payment for heart attack patients,No Different than the National Average Payment,96,"$24,106","$21,646","$26,697",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330219,ERIE COUNTY MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$19540.07,$9368.00,$8328.00,NY,Yes,Emergency Department,374,637,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .970930,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330221,WYCKOFF HEIGHTS MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$3303,$3560,$3010,18.3%,17.69%,14.83%,19,$18791.36,$11068.84,$10181.89,NY,Y,Emergency Department,"Very High (60,000+ patients annually)",32,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .984424,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330222,SARATOGA HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$1693,$2356,$2745,10.25%,11.71%,13.52%,17,$16751.11,$5372.58,$4257.52,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .902962,Payment for pneumonia patients,Less than the National Average Payment,546,"$15,424","$14,638","$16,220",Value of Care Pneumonia measure,Average mortality and lower payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330223,MASSENA MEMORIAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$6329.30,$5155.00,$4463.30,NY,Y,Colonoscopy care,98,123,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .806520,Payment for heart failure patients,No Different than the National Average Payment,145,"$14,640","$13,239","$16,210",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,1 to 3 days Prior to Index Hospital Admission,$0,$7,$11,0%,0.04%,0.05%,22,$18943.95,$6638.77,$5664.04,NY,N,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.023557,Payment for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330226,UNITY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$51,$75,$122,0.27%,0.37%,0.6%,22,$16417.72,$12040.31,$10100.13,NY,Yes,Emergency Department,29,391,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .923782,Payment for heart attack patients,No Different than the National Average Payment,105,"$21,856","$19,733","$24,130",Value of Care Heart Attack measure,Average mortality and average payment,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330229,BROOKS MEMORIAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$54,$74,$85,0.31%,0.37%,0.42%,18,$12385.83,$6209.33,$5395.27,NY,Y,Emergency Department,268,347,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .961144,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330231,QUEENS HOSPITAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,11,$12341.54,$11790.72,$11279.09,NY,Y,Emergency Department,250,404,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .953976,Payment for heart failure patients,No Different than the National Average Payment,94,"$14,794","$13,180","$16,613",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330232,ST MARY'S HOSPITAL ( TROY ),1 to 3 days Prior to Index Hospital Admission,$0,$4,$6,0%,0.02%,0.03%,11,$17348.72,$5329.45,$3868.09,NY,Y,Emergency Department,150,286,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.010994,Payment for heart attack patients,No Different than the National Average Payment,43,"$22,229","$19,548","$25,235",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330233,BROOKDALE HOSPITAL MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$25251.69,$11941.53,$11167.69,NY,Yes,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .972402,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330234,WESTCHESTER MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$157,$88,$126,0.64%,0.43%,0.62%,23,$53046.60,$11289.21,$9853.30,NY,Yes,Emergency Department,388,1127,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.076467,Payment for heart failure patients,Greater than the National Average Payment,286,"$21,058","$19,566","$22,731",Value of Care Heart Failure measure,Average mortality and higher payment,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330235,AUBURN MEMORIAL HOSPITAL,During Index Hospital Admission,$916,$1568,$1502,5.44%,7.79%,7.4%,17,$21635.64,$5865.82,$5003.94,NY,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .954997,Payment for hip/knee replacement patients,No Different than the National Average Payment,82,"$22,944","$21,229","$24,764",Value of Care hip/knee replacement measure,Average complications and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,16,$22077.12,$10657.43,$9091.00,NY,Y,Cancer care,100,11,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.053985,Payment for hip/knee replacement patients,Greater than the National Average Payment,258,"$30,262","$28,662","$31,893",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,12,$9423.75,$9135.08,$8296.75,NY,Y,Emergency Department,"Low (0 - 19,999 patients annually)",23,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .884221,Payment for hip/knee replacement patients,No Different than the National Average Payment,47,"$21,335","$19,432","$23,469",Value of Care hip/knee replacement measure,Average complications and average payment,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330239,WOMAN'S CHRISTIAN ASSOCIATION,During Index Hospital Admission,$25,$15,$20,0.15%,0.07%,0.1%,14,$8884.42,$5177.00,$4132.71,NY,Yes,Heart Attack or Chest Pain,81,15,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .959620,Payment for heart attack patients,No Different than the National Average Payment,89,"$21,486","$19,400","$24,031",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330240,HARLEM HOSPITAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$3501,$3560,$3010,20.38%,17.69%,14.83%,13,$25168.46,$16631.92,$15594.38,NY,Yes,Emergency Department,67,371,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.027199,Payment for pneumonia patients,No Different than the National Average Payment,57,"$18,987","$16,687","$21,396",Value of Care Pneumonia measure,Average mortality and average payment,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,During Index Hospital Admission,$17,$15,$20,0.08%,0.07%,0.1%,18,$27395.66,$8910.83,$7847.00,NY,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.005929,Payment for heart failure patients,No Different than the National Average Payment,434,"$16,212","$15,193","$17,260",Value of Care Heart Failure measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330245,ST ELIZABETH MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$64,$88,$126,0.32%,0.43%,0.62%,42,$11658.47,$6260.61,$4766.40,NY,Y,Emergency Department,429,640,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.006383,Payment for heart attack patients,No Different than the National Average Payment,262,"$23,378","$21,622","$25,288",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330246,CHSLI ST CHARLES HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$46,$75,$122,0.24%,0.37%,0.6%,12,$44348.50,$7597.91,$6473.83,NY,Yes,Emergency Department,"Medium (20,000 - 39,999 patients annually)",402,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.074297,Payment for pneumonia patients,No Different than the National Average Payment,222,"$17,016","$15,706","$18,336",Value of Care Pneumonia measure,Better mortality and average payment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,1 to 3 days Prior to Index Hospital Admission,$564,$487,$536,3.15%,2.42%,2.64%,26,$15270.50,$8410.96,$7487.00,NY,Y,Colonoscopy care,99,157,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .958381,Payment for pneumonia patients,Less than the National Average Payment,659,"$14,471","$13,809","$15,113",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330259,MERCY MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,24,$23045.79,$6402.87,$5578.79,NY,Y,Heart Attack or Chest Pain,53,17,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.184229,Payment for heart attack patients,No Different than the National Average Payment,165,"$25,063","$22,851","$27,475",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330261,PHELPS MEMORIAL HOSPITAL CENTER,1 to 3 days Prior to Index Hospital Admission,$448,$487,$536,2.34%,2.42%,2.64%,22,$19788.04,$7607.90,$6894.81,NY,Y,Colonoscopy care,97,101,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.000658,Payment for heart attack patients,No Different than the National Average Payment,76,"$23,899","$21,344","$26,887",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
