Provider_ID,Hospital Name,City,State,Measure Name,Measure Response
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,Safe surgery checklist use (outpatient),Yes
50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,General Surgery Registry,N
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50744,ANAHEIM GLOBAL MEDICAL CENTER,ANAHEIM,CA,General Surgery Registry,N
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50775,TEMECULA VALLEY HOSPITAL,TEMECULA,CA,Nursing care registry,N
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,CA,General Surgery Registry,N
50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,CA,Safe surgery checklist use (inpatient),Y
50701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,Safe surgery checklist use (inpatient),Y
50689,SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,Able to receive lab results electronically,Yes
50754,MENLO PARK SURGICAL HOSPITAL,MENLO PARK,CA,Patient Safety Culture,Y
51329,SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,Able to receive lab results electronically,Yes
50769,HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,Safe surgery checklist use (inpatient),Y
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,CA,Nursing care registry,N
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,General Surgery Registry,N
50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,General Surgery Registry,N
50633,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,Safe surgery checklist use (outpatient),Yes
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,Safe surgery checklist use (outpatient),Yes
50761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,Able to receive lab results electronically,Yes
50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,Safe surgery checklist use (inpatient),Y
50757,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,Nursing care registry,N
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,CA,General Surgery Registry,N
50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,CA,General Surgery Registry,N
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50633,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,Nursing care registry,Y
50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,Safe surgery checklist use (outpatient),Yes
60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,Able to receive lab results electronically,Yes
50701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,Able to receive lab results electronically,Yes
60013,MERCY REGIONAL MEDICAL CENTER,DURANGO,CO,Patient Safety Culture,Y
50780,FOOTHILL REGIONAL MEDICAL CENTER,TUSTIN,CA,Able to receive lab results electronically,No
50704,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,Able to receive lab results electronically,No
50701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,Nursing care registry,N
50745,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,CA,Nursing care registry,N
50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,Patient Safety Culture,Y
50738,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,Safe surgery checklist use (outpatient),Yes
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,Patient Safety Culture,Y
50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,ROSEVILLE,CA,Patient Safety Culture,Y
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,Nursing care registry,Y
50773,SAN LEANDRO HOSPITAL,SAN LEANDRO,CA,Safe surgery checklist use (inpatient),Y
50624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,Patient Safety Culture,Y
50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,Nursing care registry,N
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,Able to receive lab results electronically,No
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,Patient Safety Culture,Y
50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,Patient Safety Culture,Y
50757,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,Nursing care registry,N
50625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,Safe surgery checklist use (outpatient),Yes
50740,MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,Safe surgery checklist use (inpatient),Y
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,General Surgery Registry,N
50724,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,Nursing care registry,N
50780,FOOTHILL REGIONAL MEDICAL CENTER,TUSTIN,CA,Patient Safety Culture,Y
50696,KECK HOSPITAL OF USC,LOS ANGELES,CA,Nursing care registry,Y
50689,SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,Safe surgery checklist use (inpatient),Y
50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,CA,Safe surgery checklist use (inpatient),Y
50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,Safe surgery checklist use (outpatient),Yes
50782,CASA COLINA HOSPITAL,POMONA,CA,General Surgery Registry,N
50748,KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,Safe surgery checklist use (inpatient),Y
50751,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,General Surgery Registry,N
50771,COAST PLAZA HOSPITAL,NORWALK,CA,Safe surgery checklist use (inpatient),Y
50704,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,Safe surgery checklist use (outpatient),Yes
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,Patient Safety Culture,Y
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,CA,Safe surgery checklist use (outpatient),Yes
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,General Surgery Registry,N
50636,POMERADO HOSPITAL,POWAY,CA,General Surgery Registry,N
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,Able to receive lab results electronically,No
50773,SAN LEANDRO HOSPITAL,SAN LEANDRO,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,Safe surgery checklist use (inpatient),Y
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,Patient Safety Culture,Y
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,Safe surgery checklist use (outpatient),Yes
50769,HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,Nursing care registry,N
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,Able to receive lab results electronically,Yes
50755,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50726,STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,Able to receive lab results electronically,No
50689,SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,Safe surgery checklist use (outpatient),Yes
60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,Safe surgery checklist use (inpatient),Y
50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,ROSEVILLE,CA,Safe surgery checklist use (inpatient),Y
50701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,Patient Safety Culture,Y
50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50636,POMERADO HOSPITAL,POWAY,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,PORTOLA,CA,Nursing care registry,N
50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,General Surgery Registry,N
50751,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,Nursing care registry,N
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60043,KEEFE MEMORIAL HOSPITAL,CHEYENNE WELLS,CO,General Surgery Registry,N
50748,KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,Patient Safety Culture,Y
50636,POMERADO HOSPITAL,POWAY,CA,Able to receive lab results electronically,Yes
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,Nursing care registry,N
51335,BEAR VALLEY COMMUNITY HOSPITAL,BIG BEAR LAKE,CA,General Surgery Registry,N
50747,SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,CA,Nursing care registry,N
50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,ROSEVILLE,CA,General Surgery Registry,Y
50708,FRESNO SURGICAL HOSPITAL,FRESNO,CA,Patient Safety Culture,Y
50755,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,Patient Safety Culture,Y
50751,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,Safe surgery checklist use (inpatient),Y
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,CA,Patient Safety Culture,Y
50625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,Safe surgery checklist use (outpatient),Yes
50775,TEMECULA VALLEY HOSPITAL,TEMECULA,CA,Safe surgery checklist use (outpatient),Yes
50747,SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,CA,Safe surgery checklist use (outpatient),Yes
50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,Able to receive lab results electronically,No
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,Nursing care registry,Y
50704,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,Safe surgery checklist use (inpatient),N
50771,COAST PLAZA HOSPITAL,NORWALK,CA,General Surgery Registry,Y
50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50727,COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,CA,Able to receive lab results electronically,Yes
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,Safe surgery checklist use (inpatient),Y
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,General Surgery Registry,N
50742,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,CA,Nursing care registry,Y
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,Safe surgery checklist use (inpatient),Y
50740,MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,Patient Safety Culture,N
50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,Safe surgery checklist use (inpatient),Y
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,Able to receive lab results electronically,Yes
50771,COAST PLAZA HOSPITAL,NORWALK,CA,Able to receive lab results electronically,Yes
50704,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,General Surgery Registry,N
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,Safe surgery checklist use (inpatient),Y
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,Safe surgery checklist use (inpatient),Y
50739,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,Patient Safety Culture,Y
60008,SAN LUIS VALLEY HEALTH,ALAMOSA,CO,Safe surgery checklist use (inpatient),Y
50625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,General Surgery Registry,Y
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,Able to receive lab results electronically,No
50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,Patient Safety Culture,Y
50780,FOOTHILL REGIONAL MEDICAL CENTER,TUSTIN,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,ANAHEIM,CA,Safe surgery checklist use (inpatient),Y
50740,MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50608,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,Nursing care registry,N
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,Nursing care registry,Y
50726,STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,Safe surgery checklist use (outpatient),Yes
50776,COLLEGE MEDICAL CENTER,LONG BEACH,CA,Able to receive lab results electronically,No
50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,Patient Safety Culture,Y
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,Nursing care registry,Y
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,CA,Able to receive lab results electronically,Yes
50738,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50697,PATIENTS' HOSPITAL OF REDDING,REDDING,CA,Safe surgery checklist use (outpatient),Yes
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,Safe surgery checklist use (inpatient),N
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,Nursing care registry,Y
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,Nursing care registry,N
51319,MERCY MEDICAL CENTER MT SHASTA,MOUNT SHASTA,CA,Patient Safety Culture,Y
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,CA,General Surgery Registry,N
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,Patient Safety Culture,Y
50769,HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,General Surgery Registry,N
60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50724,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,Safe surgery checklist use (outpatient),Yes
50745,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,CA,Safe surgery checklist use (outpatient),Yes
50697,PATIENTS' HOSPITAL OF REDDING,REDDING,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,Patient Safety Culture,Y
60028,SAINT JOSEPH HOSPITAL,DENVER,CO,General Surgery Registry,Y
50742,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,Patient Safety Culture,Y
50773,SAN LEANDRO HOSPITAL,SAN LEANDRO,CA,General Surgery Registry,Y
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,Able to receive lab results electronically,Yes
50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,Nursing care registry,N
50739,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,General Surgery Registry,N
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,General Surgery Registry,N
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,Able to receive lab results electronically,Yes
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,Nursing care registry,N
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,DENVER,CO,Safe surgery checklist use (inpatient),Y
50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,YUBA CITY,CA,Patient Safety Culture,Y
50761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
51311,ORCHARD HOSPITAL,GRIDLEY,CA,Safe surgery checklist use (outpatient),Yes
50745,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,CA,Able to receive lab results electronically,Yes
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,General Surgery Registry,N
50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,Safe surgery checklist use (inpatient),Y
50608,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,General Surgery Registry,N
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50782,CASA COLINA HOSPITAL,POMONA,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50751,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,Safe surgery checklist use (outpatient),Yes
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,Safe surgery checklist use (outpatient),Yes
50726,STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
50738,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,Patient Safety Culture,Y
50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,General Surgery Registry,N
50747,SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,Safe surgery checklist use (outpatient),Yes
51304,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,CA,Safe surgery checklist use (inpatient),Y
60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,Nursing care registry,Y
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,DENVER,CO,Safe surgery checklist use (inpatient),Y
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,Nursing care registry,N
51329,SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,Nursing care registry,Y
60011,DENVER HEALTH MEDICAL CENTER,DENVER,CO,Safe surgery checklist use (inpatient),Y
51329,SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,Patient Safety Culture,Y
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,General Surgery Registry,Y
51320,BANNER LASSEN MEDICAL CENTER,SUSANVILLE,CA,Safe surgery checklist use (inpatient),Y
60020,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,Safe surgery checklist use (outpatient),Yes
60023,ST MARYS  MEDICAL CENTER,GRAND JUNCTION,CO,Able to receive lab results electronically,Yes
60023,ST MARYS  MEDICAL CENTER,GRAND JUNCTION,CO,Patient Safety Culture,Y
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,PUEBLO,CO,General Surgery Registry,N
60020,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,Safe surgery checklist use (inpatient),Y
60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,Patient Safety Culture,Y
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,Nursing care registry,Y
51319,MERCY MEDICAL CENTER MT SHASTA,MOUNT SHASTA,CA,Nursing care registry,Y
60008,SAN LUIS VALLEY HEALTH,ALAMOSA,CO,General Surgery Registry,N
60004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,Patient Safety Culture,Y
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,Nursing care registry,Y
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,CA,Safe surgery checklist use (outpatient),Yes
60075,VALLEY VIEW HOSPITAL ASSOCIATION,GLENWOOD SPRINGS,CO,Able to receive lab results electronically,Yes
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,Patient Safety Culture,Y
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,Patient Safety Culture,Y
60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,Safe surgery checklist use (outpatient),Yes
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,Safe surgery checklist use (inpatient),Y
60071,DELTA COUNTY MEMORIAL HOSPITAL,DELTA,CO,General Surgery Registry,N
51332,MARK TWAIN MEDICAL CENTER,SAN ANDREAS,CA,Safe surgery checklist use (inpatient),Y
60003,LONGMONT UNITED HOSPITAL,LONGMONT,CO,Safe surgery checklist use (inpatient),Y
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,Safe surgery checklist use (inpatient),Y
60065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60008,SAN LUIS VALLEY HEALTH,ALAMOSA,CO,Nursing care registry,Y
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,CA,General Surgery Registry,N
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,DENVER,CO,Patient Safety Culture,Y
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,CA,Safe surgery checklist use (inpatient),Y
51314,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,Patient Safety Culture,N
51311,ORCHARD HOSPITAL,GRIDLEY,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
51311,ORCHARD HOSPITAL,GRIDLEY,CA,Nursing care registry,N
60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,Nursing care registry,Y
60011,DENVER HEALTH MEDICAL CENTER,DENVER,CO,Safe surgery checklist use (outpatient),Yes
51314,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,Able to receive lab results electronically,Yes
60028,SAINT JOSEPH HOSPITAL,DENVER,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60049,YAMPA VALLEY MEDICAL CENTER,STEAMBOAT SPRINGS,CO,Safe surgery checklist use (inpatient),Y
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,Patient Safety Culture,Y
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,General Surgery Registry,N
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,Safe surgery checklist use (outpatient),Yes
60065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,Nursing care registry,Y
51314,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,Nursing care registry,N
60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,Nursing care registry,Y
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,Safe surgery checklist use (inpatient),Y
60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,Safe surgery checklist use (outpatient),Yes
60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,Patient Safety Culture,Y
60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,General Surgery Registry,Y
60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,Safe surgery checklist use (inpatient),Y
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO,Safe surgery checklist use (outpatient),Yes
60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,Nursing care registry,Y
51328,TAHOE FOREST HOSPITAL,TRUCKEE,CA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,Patient Safety Culture,Y
51314,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,Able to receive lab results electronically,Yes
60023,ST MARYS  MEDICAL CENTER,GRAND JUNCTION,CO,General Surgery Registry,N
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,CA,Able to receive lab results electronically,Yes
60003,LONGMONT UNITED HOSPITAL,LONGMONT,CO,Patient Safety Culture,Y
51306,GLENN MEDICAL CENTER,WILLOWS,CA,General Surgery Registry,N
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60071,DELTA COUNTY MEMORIAL HOSPITAL,DELTA,CO,Safe surgery checklist use (outpatient),Yes
51332,MARK TWAIN MEDICAL CENTER,SAN ANDREAS,CA,Able to receive lab results electronically,Yes
51314,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,Safe surgery checklist use (outpatient),Yes
51319,MERCY MEDICAL CENTER MT SHASTA,MOUNT SHASTA,CA,Safe surgery checklist use (outpatient),Yes
60011,DENVER HEALTH MEDICAL CENTER,DENVER,CO,Able to receive lab results electronically,Yes
60043,KEEFE MEMORIAL HOSPITAL,CHEYENNE WELLS,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,Patient Safety Culture,Y
60004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
60013,MERCY REGIONAL MEDICAL CENTER,DURANGO,CO,Nursing care registry,Y
60008,SAN LUIS VALLEY HEALTH,ALAMOSA,CO,Able to receive lab results electronically,Yes
60013,MERCY REGIONAL MEDICAL CENTER,DURANGO,CO,Safe surgery checklist use (inpatient),Y
51335,BEAR VALLEY COMMUNITY HOSPITAL,BIG BEAR LAKE,CA,Safe surgery checklist use (inpatient),Y
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,PUEBLO,CO,Nursing care registry,Y
