Provider_ID,Condition,Measure Name,Score,Sample
450132,Emergency Department,Left before being seen,2.0,46926.0
450132,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,89.0,129.0
450101,Preventive Care,Immunization for influenza,99.0,498.0
450163,Emergency Department,Head CT results,86.0,14.0
450184,Preventive Care,Immunization for influenza,98.0,2406.0
450085,Emergency Department,ED1,252.0,390.0
450101,Heart Attack or Chest Pain,Median Time to ECG,10.0,12.0
450085,Heart Attack or Chest Pain,Aspirin at Arrival,93.0,88.0
450107,Emergency Department,ED1,292.0,900.0
450102,Emergency Department,ED2,101.0,665.0
450163,Emergency Department,Left before being seen,2.0,20676.0
450102,Preventive Care,Immunization for influenza,99.0,546.0
450163,Emergency Department,ED2,293.0,458.0
450090,Emergency Department,ED2,88.0,266.0
450108,Emergency Department,ED1,234.0,585.0
450154,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,26.0
450187,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,40.0
450107,Preventive Care,Immunization for influenza,99.0,618.0
450163,Emergency Department,ED1,424.0,458.0
450155,Heart Attack or Chest Pain,Aspirin at Arrival,91.0,23.0
450090,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,83.0,24.0
450193,Emergency Department,OP 18,120.0,400.0
450092,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,56.0
450064,Heart Attack or Chest Pain,Median Time to ECG,7.0,512.0
450148,Heart Attack or Chest Pain,Aspirin at Arrival,94.0,97.0
450163,Preventive Care,Immunization for influenza,97.0,290.0
450203,Emergency Department,Median time to pain med,40.0,88.0
450132,Emergency Department,Median time to pain med,39.0,144.0
450056,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,17.0
450193,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,46.0,61.0
450087,Emergency Department,ED1,284.0,1165.0
450154,Emergency Department,Head CT results,56.0,16.0
180010,Emergency Department,ED1,424.0,479.0
180010,Emergency Department,ED2,180.0,474.0
180010,Preventive Care,Immunization for influenza,93.0,586.0
180010,Preventive Care,Healthcare workers given influenza vaccination,95.0,2166.0
180010,Emergency Department,OP 18,129.0,457.0
180010,Emergency Department,Door to diagnostic eval,26.0,265.0
180010,Emergency Department,Median time to pain med,47.0,145.0
180010,Emergency Department,Left before being seen,4.0,33743.0
450087,Preventive Care,Immunization for influenza,100.0,638.0
180010,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,68.0
180010,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,78.0,45.0
180010,Cancer care,External Beam Radiotherapy for Bone Metastases,91.0,34.0
180010,Heart Attack or Chest Pain,Aspirin at Arrival,86.0,35.0
180010,Heart Attack or Chest Pain,Median Time to ECG,7.0,39.0
180010,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,19.0,16.0
450090,Emergency Department,Head CT results,43.0,14.0
450148,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,47.0
450079,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,36.0
450144,Preventive Care,Immunization for influenza,75.0,301.0
450064,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92.0,63.0
450133,Emergency Department,ED2,126.0,601.0
450079,Emergency Department,Head CT results,47.0,19.0
450196,Preventive Care,Immunization for influenza,97.0,855.0
450193,Emergency Department,Left before being seen,2.0,66976.0
450097,Heart Attack or Chest Pain,Aspirin at Arrival,88.0,25.0
450192,Emergency Department,Left before being seen,2.0,12032.0
450085,Emergency Department,Door to diagnostic eval,17.0,383.0
450078,Emergency Department,OP 18,55.0,362.0
450080,Emergency Department,Left before being seen,2.0,24736.0
450133,Emergency Department,ED1,295.0,601.0
450135,Heart Attack or Chest Pain,Median Time to ECG,8.0,50.0
450152,Emergency Department,OP 18,187.0,381.0
450082,Preventive Care,Healthcare workers given influenza vaccination,93.0,187.0
450058,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,75.0,77.0
450154,Preventive Care,Healthcare workers given influenza vaccination,90.0,798.0
450090,Preventive Care,Healthcare workers given influenza vaccination,88.0,425.0
450135,Emergency Department,ED1,394.0,945.0
450213,Emergency Department,OP 18,373.0,331.0
450097,Emergency Department,ED1,342.0,692.0
450083,Preventive Care,Healthcare workers given influenza vaccination,73.0,3102.0
450128,Emergency Department,Median time to pain med,58.0,247.0
450152,Emergency Department,ED2,131.0,634.0
450132,Preventive Care,Healthcare workers given influenza vaccination,91.0,2789.0
450124,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95.0,166.0
450162,Emergency Department,ED2,41.0,124.0
450154,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,71.0,160.0
450135,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,63.0
450192,Preventive Care,Immunization for influenza,96.0,266.0
450192,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,29.0
450090,Preventive Care,Immunization for influenza,95.0,254.0
450128,Preventive Care,Immunization for influenza,94.0,540.0
450163,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,27.0
450162,Emergency Department,Door to diagnostic eval,39.0,2607.0
450187,Emergency Department,OP 18,116.0,391.0
450193,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,72.0,58.0
450154,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,190.0
450147,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,52.0
450163,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,57.0
450196,Emergency Department,Median time to pain med,62.0,148.0
450196,Emergency Department,Door to diagnostic eval,18.0,2984.0
450162,Emergency Department,ED1,197.0,125.0
450119,Emergency Department,ED2,195.0,908.0
450133,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94.0,288.0
450271,Preventive Care,Immunization for influenza,88.0,508.0
450080,Emergency Department,Door to diagnostic eval,28.0,419.0
450128,Emergency Department,ED2,55.0,656.0
450119,Emergency Department,Median time to pain med,40.0,479.0
450192,Emergency Department,Door to diagnostic eval,21.0,427.0
450200,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,131.0
450162,Preventive Care,Healthcare workers given influenza vaccination,66.0,374.0
450241,Preventive Care,Immunization for influenza,63.0,65.0
450135,Heart Attack or Chest Pain,Aspirin at Arrival,93.0,42.0
450184,Emergency Department,Left before being seen,1.0,299877.0
450080,Heart Attack or Chest Pain,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,50.0,12.0
450107,Preventive Care,Healthcare workers given influenza vaccination,97.0,3399.0
450194,Preventive Care,Healthcare workers given influenza vaccination,87.0,294.0
450056,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,83.0,112.0
450056,Emergency Department,Door to diagnostic eval,26.0,403.0
450213,Preventive Care,Immunization for influenza,89.0,535.0
450253,Preventive Care,Immunization for influenza,68.0,34.0
450213,Preventive Care,Healthcare workers given influenza vaccination,99.0,11187.0
450219,Emergency Department,Door to diagnostic eval,8.0,416.0
450330,Preventive Care,Immunization for influenza,99.0,469.0
450400,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93.0,29.0
450289,Emergency Department,Left before being seen,7.0,176322.0
450293,Emergency Department,ED1,220.0,178.0
450211,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,75.0,12.0
450219,Emergency Department,ED2,56.0,170.0
450231,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,60.0
450280,Emergency Department,OP 18,133.0,379.0
450299,Emergency Department,OP 18,105.0,403.0
450236,Emergency Department,Head CT results,44.0,16.0
450324,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,73.0
450271,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,11.0
450243,Preventive Care,Healthcare workers given influenza vaccination,100.0,52.0
450324,Emergency Department,Left before being seen,1.0,65301.0
450219,Heart Attack or Chest Pain,Median Time to ECG,4.0,75.0
450219,Emergency Department,OP 18,90.0,358.0
450306,Emergency Department,OP 18,90.0,276.0
450272,Preventive Care,Immunization for influenza,90.0,384.0
450235,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,82.0,88.0
450235,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,94.0,62.0
450253,Emergency Department,ED1,188.0,43.0
450241,Emergency Department,Left before being seen,2.0,3113.0
450209,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,26.0
450236,Emergency Department,Median time to pain med,56.0,155.0
450388,Emergency Department,Head CT results,74.0,50.0
450293,Emergency Department,OP 18,126.0,224.0
450280,Emergency Department,ED2,113.0,1132.0
450241,Heart Attack or Chest Pain,Aspirin at Arrival,73.0,26.0
450236,Heart Attack or Chest Pain,Aspirin at Arrival,84.0,32.0
450289,Emergency Department,Median time to pain med,158.0,466.0
450289,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,22.0
450280,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,67.0,18.0
450330,Emergency Department,Left before being seen,0.0,34975.0
450280,Emergency Department,Left before being seen,1.0,57133.0
450211,Emergency Department,ED2,127.0,443.0
450243,Emergency Department,ED2,10.0,62.0
450272,Emergency Department,Left before being seen,2.0,34139.0
450299,Emergency Department,ED1,203.0,393.0
450213,Emergency Department,ED2,280.0,721.0
450293,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,16.0
450306,Emergency Department,Door to diagnostic eval,20.0,295.0
450235,Emergency Department,ED2,45.0,83.0
450330,Emergency Department,Median time to pain med,30.0,197.0
450229,Emergency Department,ED2,129.0,721.0
450324,Emergency Department,ED1,219.0,910.0
450272,Emergency Department,Door to diagnostic eval,11.0,436.0
450272,Emergency Department,ED1,252.0,540.0
450271,Emergency Department,OP 18,125.0,669.0
450324,Emergency Department,ED2,108.0,910.0
450231,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,90.0,103.0
450388,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97.0,100.0
450231,Emergency Department,Left before being seen,2.0,68155.0
450399,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,25.0
450280,Heart Attack or Chest Pain,Aspirin at Arrival,79.0,28.0
450241,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,57.0,14.0
450271,Emergency Department,Left before being seen,1.0,28294.0
450306,Emergency Department,ED1,132.0,69.0
450209,Preventive Care,Healthcare workers given influenza vaccination,97.0,3280.0
450213,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,94.0,70.0
450351,Emergency Department,ED1,256.0,338.0
450222,Emergency Department,Left before being seen,0.0,56073.0
450330,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,135.0
450236,Heart Attack or Chest Pain,Median Time to ECG,10.0,36.0
450229,Emergency Department,Left before being seen,6.0,63991.0
450347,Emergency Department,ED1,284.0,643.0
450292,Emergency Department,ED1,250.0,593.0
450272,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,95.0,20.0
450253,Emergency Department,Door to diagnostic eval,16.0,428.0
450229,Cancer care,External Beam Radiotherapy for Bone Metastases,79.0,14.0
450372,Heart Attack or Chest Pain,Aspirin at Arrival,99.0,182.0
450324,Emergency Department,Median time to pain med,48.0,277.0
450324,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,72.0
450236,Preventive Care,Healthcare workers given influenza vaccination,80.0,980.0
450272,Emergency Department,ED2,71.0,537.0
450399,Emergency Department,Door to diagnostic eval,40.0,404.0
450222,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,58.0
450229,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,6.0,18.0
450241,Emergency Department,Median time to pain med,42.0,13.0
450346,Emergency Department,Left before being seen,6.0,68445.0
450222,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,25.0
450219,Emergency Department,Left before being seen,0.0,4875.0
450213,Emergency Department,Median time to pain med,91.0,191.0
450241,Emergency Department,ED1,171.0,89.0
450235,Emergency Department,Left before being seen,1.0,9472.0
450203,Heart Attack or Chest Pain,Median Time to ECG,8.0,13.0
450219,Preventive Care,Immunization for influenza,97.0,87.0
450289,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97.0,124.0
450219,Emergency Department,ED1,180.0,170.0
450229,Emergency Department,Median time to pain med,77.0,203.0
450229,Emergency Department,ED1,350.0,723.0
450211,Heart Attack or Chest Pain,Median Time to ECG,12.0,26.0
450231,Emergency Department,Median time to pain med,59.0,173.0
450231,Emergency Department,Door to diagnostic eval,25.0,432.0
450222,Preventive Care,Healthcare workers given influenza vaccination,81.0,1766.0
450211,Preventive Care,Healthcare workers given influenza vaccination,81.0,1735.0
450235,Preventive Care,Immunization for influenza,94.0,31.0
450213,Emergency Department,ED1,506.0,738.0
450324,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,27.0
450280,Emergency Department,ED1,255.0,1132.0
450271,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,62.0
450241,Preventive Care,Healthcare workers given influenza vaccination,74.0,222.0
450324,Emergency Department,Door to diagnostic eval,13.0,408.0
450229,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96.0,56.0
450447,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,122.0
450280,Preventive Care,Immunization for influenza,100.0,599.0
450330,Emergency Department,Door to diagnostic eval,10.0,368.0
450241,Emergency Department,ED2,18.0,75.0
450289,Emergency Department,ED2,269.0,693.0
450330,Emergency Department,ED1,175.0,637.0
450253,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,88.0,25.0
450306,Emergency Department,ED2,10.0,62.0
450235,Preventive Care,Healthcare workers given influenza vaccination,74.0,291.0
450370,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,202.0
450330,Emergency Department,OP 18,103.0,357.0
450299,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,85.0,80.0
450211,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,31.0
450289,Preventive Care,Immunization for influenza,94.0,940.0
450272,Emergency Department,OP 18,162.0,402.0
450292,Heart Attack or Chest Pain,Median Time to ECG,6.0,165.0
450236,Preventive Care,Immunization for influenza,90.0,305.0
450211,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,14.0
450299,Emergency Department,Left before being seen,1.0,20356.0
450280,Emergency Department,Door to diagnostic eval,11.0,407.0
450209,Emergency Department,ED1,417.0,656.0
450229,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,90.0,21.0
450299,Emergency Department,Door to diagnostic eval,11.0,431.0
450289,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,412.0
450211,Heart Attack or Chest Pain,Aspirin at Arrival,74.0,19.0
450235,Emergency Department,ED1,201.0,83.0
450299,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",10.0,50.0
450235,Emergency Department,Median time to pain med,49.0,37.0
450219,Heart Attack or Chest Pain,Aspirin at Arrival,99.0,72.0
450219,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,35.0
450271,Preventive Care,Healthcare workers given influenza vaccination,64.0,1986.0
450403,Emergency Department,ED1,206.0,906.0
450324,Preventive Care,Immunization for influenza,100.0,560.0
450271,Emergency Department,Head CT results,64.0,11.0
450235,Emergency Department,OP 18,123.0,238.0
450351,Emergency Department,Median time to pain med,42.0,77.0
450289,Emergency Department,Door to diagnostic eval,66.0,733.0
450293,Preventive Care,Immunization for influenza,68.0,199.0
450419,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,35.0
450211,Emergency Department,Head CT results,55.0,11.0
450236,Emergency Department,Door to diagnostic eval,31.0,386.0
450346,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92.0,13.0
450219,Emergency Department,Median time to pain med,26.0,28.0
450306,Emergency Department,Left before being seen,1.0,1880.0
450346,Emergency Department,ED1,390.0,770.0
450340,Emergency Department,OP 18,152.0,407.0
450253,Emergency Department,Left before being seen,0.0,4757.0
450213,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,82.0,97.0
450211,Emergency Department,OP 18,172.0,366.0
450231,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,26.0
450236,Emergency Department,OP 18,130.0,349.0
450330,Emergency Department,ED2,44.0,637.0
450370,Emergency Department,ED1,266.0,251.0
450253,Emergency Department,ED2,69.0,39.0
450209,Emergency Department,Left before being seen,1.0,52769.0
450209,Preventive Care,Immunization for influenza,94.0,521.0
450299,Emergency Department,ED2,64.0,393.0
450211,Emergency Department,Left before being seen,3.0,33131.0
450306,Preventive Care,Immunization for influenza,73.0,37.0
450243,Emergency Department,Left before being seen,1.0,1024.0
450272,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,54.0
450243,Preventive Care,Immunization for influenza,66.0,38.0
450235,Heart Attack or Chest Pain,Aspirin at Arrival,94.0,16.0
450229,Preventive Care,Healthcare workers given influenza vaccination,94.0,4381.0
450213,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",10.0,58.0
450236,Emergency Department,ED2,94.0,364.0
450209,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,91.0,53.0
450358,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,99.0
450419,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,35.0
450243,Emergency Department,Median time to pain med,53.0,11.0
450231,Cancer care,External Beam Radiotherapy for Bone Metastases,90.0,61.0
450222,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98.0,53.0
450292,Emergency Department,OP 18,143.0,412.0
450211,Emergency Department,Median time to pain med,65.0,162.0
450292,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,61.0
450209,Emergency Department,Door to diagnostic eval,22.0,404.0
450203,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",5.0,44.0
450222,Emergency Department,ED1,311.0,1021.0
450289,Heart Attack or Chest Pain,Median Time to ECG,16.0,23.0
450299,Preventive Care,Immunization for influenza,99.0,374.0
450348,Emergency Department,OP 18,105.0,379.0
450324,Heart Attack or Chest Pain,Median Time to ECG,4.0,16.0
450330,Preventive Care,Healthcare workers given influenza vaccination,66.0,2079.0
450272,Preventive Care,Healthcare workers given influenza vaccination,95.0,1204.0
450243,Emergency Department,OP 18,75.0,246.0
450299,Emergency Department,Median time to pain med,35.0,82.0
450431,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,74.0
450243,Emergency Department,ED1,85.0,63.0
450272,Emergency Department,Median time to pain med,62.0,281.0
450229,Preventive Care,Immunization for influenza,98.0,554.0
450299,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98.0,42.0
450292,Emergency Department,ED2,93.0,593.0
450236,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92.0,63.0
450299,Preventive Care,Healthcare workers given influenza vaccination,99.0,611.0
450271,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,75.0,119.0
450209,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,51.0
450236,Emergency Department,Left before being seen,4.0,20979.0
450241,Heart Attack or Chest Pain,Median Time to ECG,6.0,32.0
450280,Emergency Department,Median time to pain med,40.0,205.0
450400,Emergency Department,ED2,82.0,270.0
450292,Preventive Care,Immunization for influenza,100.0,323.0
450324,Emergency Department,Head CT results,92.0,12.0
450241,Emergency Department,OP 18,130.0,238.0
450347,Emergency Department,OP 18,158.0,370.0
450253,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,33.0
450351,Emergency Department,OP 18,146.0,407.0
450292,Emergency Department,Door to diagnostic eval,32.0,443.0
450399,Heart Attack or Chest Pain,Aspirin at Arrival,85.0,74.0
450370,Preventive Care,Immunization for influenza,97.0,249.0
450271,Emergency Department,Door to diagnostic eval,8.0,692.0
450219,Preventive Care,Healthcare workers given influenza vaccination,99.0,76.0
450222,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,77.0
450231,Emergency Department,OP 18,186.0,416.0
450209,Emergency Department,ED2,219.0,646.0
450324,Preventive Care,Healthcare workers given influenza vaccination,84.0,2793.0
450280,Emergency Department,Head CT results,72.0,25.0
450280,Heart Attack or Chest Pain,Median Time to ECG,8.0,29.0
450403,Preventive Care,Immunization for influenza,100.0,670.0
450289,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95.0,38.0
450280,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95.0,19.0
450211,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93.0,29.0
450289,Preventive Care,Healthcare workers given influenza vaccination,91.0,5791.0
450292,Emergency Department,Median time to pain med,59.0,109.0
450293,Emergency Department,ED2,65.0,177.0
450229,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",16.0,142.0
450231,Preventive Care,Healthcare workers given influenza vaccination,99.0,3527.0
450209,Emergency Department,Median time to pain med,50.0,177.0
450253,Preventive Care,Healthcare workers given influenza vaccination,99.0,127.0
450289,Emergency Department,OP 18,397.0,623.0
450253,Heart Attack or Chest Pain,Median Time to ECG,8.0,92.0
450253,Heart Attack or Chest Pain,Aspirin at Arrival,89.0,90.0
450222,Emergency Department,Median time to pain med,40.0,288.0
450213,Emergency Department,Door to diagnostic eval,40.0,375.0
450271,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,61.0
450229,Emergency Department,OP 18,158.0,399.0
450292,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,63.0
450222,Emergency Department,Door to diagnostic eval,7.0,569.0
450236,Emergency Department,ED1,228.0,369.0
450229,Emergency Department,Door to diagnostic eval,31.0,413.0
450231,Emergency Department,ED1,308.0,668.0
450235,Heart Attack or Chest Pain,Median Time to ECG,8.0,16.0
450222,Emergency Department,OP 18,146.0,516.0
450451,Preventive Care,Healthcare workers given influenza vaccination,100.0,209.0
450241,Emergency Department,Door to diagnostic eval,22.0,340.0
450293,Preventive Care,Healthcare workers given influenza vaccination,37.0,142.0
450271,Emergency Department,Median time to pain med,34.0,153.0
450271,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,11.0
450271,Emergency Department,ED2,78.0,720.0
450280,Preventive Care,Healthcare workers given influenza vaccination,99.0,1441.0
450222,Emergency Department,ED2,160.0,1021.0
450271,Emergency Department,ED1,230.0,719.0
450209,Emergency Department,OP 18,142.0,390.0
450289,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,11.0
450289,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,86.0
450243,Emergency Department,Door to diagnostic eval,26.0,267.0
450431,Emergency Department,ED1,248.0,625.0
450289,Emergency Department,ED1,620.0,698.0
450203,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,11.0
450293,Heart Attack or Chest Pain,Aspirin at Arrival,85.0,75.0
450641,Heart Attack or Chest Pain,Aspirin at Arrival,87.0,15.0
450639,Preventive Care,Healthcare workers given influenza vaccination,91.0,1668.0
450659,Preventive Care,Healthcare workers given influenza vaccination,87.0,797.0
450669,Emergency Department,Door to diagnostic eval,5.0,461.0
450654,Emergency Department,Left before being seen,7.0,10432.0
450596,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,49.0
450358,Emergency Department,Median time to pain med,44.0,142.0
450518,Emergency Department,ED1,440.0,905.0
450358,Cancer care,External Beam Radiotherapy for Bone Metastases,82.0,57.0
450571,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,438.0
450565,Emergency Department,Door to diagnostic eval,17.0,350.0
450462,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,3.0,36.0
450372,Emergency Department,Left before being seen,2.0,64104.0
450351,Preventive Care,Healthcare workers given influenza vaccination,95.0,357.0
450563,Emergency Department,Left before being seen,2.0,41475.0
450498,Preventive Care,Immunization for influenza,95.0,121.0
